"codmpio","ano","cod_dpto","depto","mpio","pobl_rur","pobl_urb","pobl_tot","indrural","altura","discapital","docen_total","t_establ","alumn_med","s11_ingles","s11_lectu","df_ing_propios","df_gast_inv","df_desemp_fisc","homicidios","extorsion","ataq_instpol","llegadas_pasajeros_nacionales","llegadas_internacionales","visitantes_extranjeros_no_residentes","visitantes_pnn","prestadores_de_servicios_turisticos_activos","establecimientos_de_alojamiento_y_hospedaje","actividades_terciarias","valor_agregado","participacion_terciarias","pdet","total_sisben","tasa_sisben","post","vocacion_turistica","tasa_homicidios","tasa_ataq_instpol","tasa_extorsion","log_t_establ","log_pobl_tot","tasa_docentes","tasa_alumnos_med","tasa_urbanizacion","valor_agregado_pc"
"54480",2018,"54","Norte de Santander","Mutiscua",3367,796,4163,0.808791756629944,2600,96.750862121582,42,17,89,50.5315895080566,51.3668022155762,33.72471413,88.65129707,65.19551956,,,0,,,,,,,22.1509082083139,48.1543596412023,45.999798093797,0,3991,95.8683641604612,1,0,,0,,2.89037175789616,8.33423142973486,1.00888782128273,2.13788133557531,19.1208263271679,1.15672254723042
"54480",2019,"54","Norte de Santander","Mutiscua",3545,828,4373,0.810656309127808,2600,96.750862121582,42,17,88,48.7919807434082,53.3419952392578,31.75132503446,0.671900136004455,46.0945153878415,,,0,,,,,,,25.3843674123381,47.9822644147273,52.9036462158857,0,4138,94.626114795335,1,0,,0,,2.89037175789616,8.38343320123671,0.960439057855019,2.01234850217242,18.9343699977132,1.09723906733884
"54480",2020,"54","Norte Santander","Mutiscua",3680,850,4530,0.812362015247345,2600,96.750862121582,38,17,74,50.2074165344238,52.2360992431641,27.24,80.12,56.99,,,,0,0,0,0,0,0,23.6289867998497,46.7694331569173,50.5222860421922,0,4162,91.8763796909492,1,0,,,,2.89037175789616,8.41869794466714,0.838852097130243,1.63355408388521,18.7637969094923,1.03243781803349
"54480",2021,"54","Norte de Santander","Mutiscua",3695,898,4593,0.804485082626343,2600,96.750862121582,38,15,70,48.8703346252441,52.8682098388672,27.5636500025123,87.4237542305856,61.5974354771734,1,,,0,0,3,0,0,0,26.4666334701798,52.8922594536214,50.0387651115321,0,3361,73.1765730459395,1,0,21.7722621380361,,,2.77258872223978,8.43250638324904,0.827345961245373,1.52405834966253,19.5514913999565,1.15158413789727
"54498",2013,"54","Norte de Santander","Ocaña",9596,87127,96723,0.099211148917675,1205,113.546684265137,1008,151,2487,49.3089828491211,,68.09,91.33,76.34,31,8,0,488,0,94,0,0,0,392.001884092582,667.729370597527,58.7067008512435,0,0,0,0,0,32.0502879356513,0,8.27104204791001,5.02388052084628,11.4796168409265,1.04215129803666,2.57126019664402,90.0788850635319,0.690352212604579
"54498",2014,"54","Norte de Santander","Ocaña",9448,88031,97479,0.096923440694809,1205,113.546684265137,1033,153,2482,49.3505020141602,52.2844734191895,72.0602154736138,86.5604249929339,73.1821451237703,36,13,0,259,0,116,0,0,0,467.659729661219,796.41897484645,58.7203148633398,0,0,0,0,0,36.931031299049,0,13.3362057468788,5.03695260241363,11.4874025077391,1.0597154258866,2.54618943567332,90.3076560079607,0.817015946866966
"54498",2015,"54","Norte de Santander","Ocaña",9321,88908,98229,0.0948905125260353,1205,113.546684265137,1073,152,2397,48.8519325256348,51.3428230285645,71.0676195820113,87.1489311118355,71.0221065044493,24,17,0,149,0,100,0,0,0,519.737002888188,816.272015118653,63.6720349665104,0,0,0,0,0,24.4327031731973,0,17.3064980810148,5.03043792139244,11.4950669466689,1.0923454377017,2.44021622942308,90.5109489051095,0.830988827249237
"54498",2016,"54","Norte de Santander","Ocaña",9213,89779,98992,0.0930681303143501,1205,113.546684265137,1126,162,2458,50.4238967895508,52.6987571716309,72.28,86.32,69.88,29,31,0,0,0,162,0,0,0,513.148438698148,785.209203273916,65.3518115374329,0,101998,103.036609018911,0,0,29.2952965896234,0,31.3156618716664,5.09375020080676,11.5028044195462,1.13746565379021,2.48302893163084,90.6931873282689,0.79320470671763
"54498",2017,"54","Norte de Santander","Ocaña",9121,90620,99741,0.0914468467235565,1205,113.546684265137,1122,160,2516,50.6915130615234,52.5139274597168,71.9208074273975,87.4000853480711,70.5772998482854,42,22,0,152,0,185,0,0,0,538.368552051069,746.204639367885,72.1475750280948,0,105031,105.303736677996,1,0,42.109062471802,0,22.0571279614201,5.08140436498446,11.5103421310346,1.12491352603242,2.52253336140604,90.8553152665403,0.748142327997399
"54498",2018,"54","Norte de Santander","Ocaña",12114,106159,118273,0.102424055337906,1205,113.546684265137,1166,162,2574,51.7166442871094,53.353946685791,72.10028715,87.80201101,71.16990951,28,27,0,107,0,187,0,0,0,571.100545419984,820.044447979524,69.6426330093565,0,107560,90.9421423317241,1,0,23.6740422581654,0,22.8285407489452,5.09375020080676,11.6807592455915,0.985854759750746,2.17632088473278,89.7575947173066,0.693348818394329
"54498",2019,"54","Norte de Santander","Ocaña",12731,111872,124603,0.102172501385212,1205,113.546684265137,1170,162,2581,50.5889320373535,51.9902420043945,70.9163383442308,87.6989526397354,70.868148752581,37,38,0,184,0,150,0,0,0,618.191257485221,909.700797883851,67.9554485302486,0,116792,93.7312905788785,1,0,29.6943091257835,0,30.4968580210749,5.09375020080676,11.7328959875489,0.938982207490991,2.07137869874722,89.7827500140446,0.730079370387431
"54498",2020,"54","Norte Santander","Ocaña",13076,116232,129308,0.10112290084362,1205,113.546684265137,1096,162,2688,49.8895874023438,51.9580574035645,74.82,85.84,69.02,38,22,,55,0,68,0,0,0,604.603157664564,809.421549607526,74.6957080593822,0,116594,90.1676617069323,1,0,29.3871995545519,,17.0136418473722,5.09375020080676,11.769960167906,0.847588702941813,2.0787576948062,89.8877099638073,0.625964015843974
"54498",2021,"54","Norte de Santander","Ocaña",13128,117975,131103,0.100135006010532,1205,113.546684265137,1014,148,2844,49.5293426513672,51.5637130737305,69.4778195309676,87.9939085783191,71.5515160803005,51,26,,121,0,159,0,0,0,696.077937974103,918.174446253093,75.8110771667272,0,79432,60.5874770218836,1,0,38.9007116541956,,19.8317353531193,5.00394630594546,11.7837461803466,0.773437678771653,2.16928674401043,89.9864991647788,0.700345870234162
"54518",2013,"54","Norte de Santander","Pamplona",3189,53380,56569,0.0563736334443092,2288,89.8484268188477,575,71,1337,51.6093101501465,,72.2,87.14,71.44,3,3,0,0,0,88,0,0,0,194.453977089952,254.504824547915,76.4048294311776,0,0,0,0,0,5.3032579681451,0,5.3032579681451,4.27666611901606,10.9432340883372,1.01645777722781,2.36348530113666,94.3626367798618,0.4499015795717
"54518",2014,"54","Norte de Santander","Pamplona",3086,53897,56983,0.0541565045714378,2288,89.8484268188477,453,71,1277,53.2983703613281,54.2562522888184,74.5580343421449,88.4329415383429,74.0326034518061,3,3,0,0,0,104,0,0,0,223.724714951656,290.122225523586,77.1139524205353,0,0,0,0,0,5.26472807679483,0,5.26472807679483,4.27666611901606,10.9505258056582,0.79497393959602,2.24101925135567,94.5843497183371,0.509138208805408
"54518",2015,"54","Norte de Santander","Pamplona",2992,54401,57393,0.0521317943930626,2288,89.8484268188477,523,63,1280,52.274772644043,53.2600402832031,73.7216770774722,88.2372129974789,73.375955795781,3,7,0,0,0,91,0,0,0,239.091344809756,297.887210605371,80.2623732398147,0,0,0,0,0,5.2271182896869,0,12.1966093426028,4.15888308335967,10.9576950472273,0.911260955168749,2.23023713693308,94.7868206924189,0.51903056227305
"54518",2016,"54","Norte de Santander","Pamplona",2909,54894,57803,0.0503261089324951,2288,89.8484268188477,567,73,1249,52.678279876709,53.4732322692871,78.14,85.97,72.65,3,4,0,0,0,101,0,0,0,233.249804817676,290.492106324752,80.2947136046849,0,41170,71.2246769198831,0,0,5.19004203934052,0,6.92005605245402,4.30406509320417,10.9648132564182,0.980917945435358,2.16078750237877,94.9673892358528,0.50255541464068
"54518",2017,"54","Norte de Santander","Pamplona",2834,55366,58200,0.048694159835577,2288,89.8484268188477,536,73,1319,54.2884521484375,55.7588348388672,77.9877569273691,86.0000325163879,72.9749933652297,5,5,0,0,0,162,0,0,0,255.997349949117,310.257059256754,82.5113699467078,0,43047,73.9639175257732,1,0,8.59106529209622,0,8.59106529209622,4.30406509320417,10.9716578157025,0.920962199312715,2.26632302405498,95.1305841924399,0.533087730681708
"54518",2018,"54","Norte de Santander","Pamplona",4012,46013,50025,0.0801998972892761,2288,89.8484268188477,538,73,1286,56.1253356933594,55.4089431762695,77.10822542,84.46975741,71.21601925,6,11,0,0,0,180,0,0,0,272.224752810488,331.500312847675,82.1190032890181,0,45498,90.9505247376312,1,0,11.9940029985008,0,21.9890054972514,4.30406509320417,10.8202981492571,1.07546226886557,2.57071464267866,91.9800099950025,0.662669291049825
"54518",2019,"54","Norte de Santander","Pamplona",3931,48309,52240,0.0752488523721695,2288,89.8484268188477,561,72,1318,55.0753173828125,54.7203254699707,80.6684643887946,86.7718865020959,73.6264068159953,3,8,0,0,0,2,0,0,0,269.15544446483,318.83711068083,84.4178533327215,0,47781,91.4643950995406,1,0,5.7427258805513,0,15.3139356814701,4.29045944114839,10.8636229061867,1.07388973966309,2.5229709035222,92.4751148545176,0.610331375729001
"54518",2020,"54","Norte Santander","Pamplona",3864,50045,53909,0.0716763436794281,2288,89.8484268188477,501,70,1219,53.8596992492676,55.4409980773926,82.67,84.68,72.12,4,20,,0,0,62,0,0,0,288.89814843278,334.899294478459,86.2641854419799,0,47392,87.9111094622419,1,0,7.41991133205958,,37.0995566602979,4.26267987704132,10.8950712684457,0.929343894340463,2.26121797844516,92.8323656532304,0.62123076754987
"54518",2021,"54","Norte de Santander","Pamplona",3879,50768,54647,0.070982851088047,2288,89.8484268188477,481,59,1245,53.8340721130371,54.7162017822266,79.976634646204,85.7488517521632,73.7438371770698,9,10,,0,0,130,0,0,0,328.19869706886,381.577957183018,86.010916220573,0,31067,56.8503303017549,1,0,16.4693395794829,,18.2992661994254,4.0943445622221,10.9086678964117,0.880194704192362,2.27825864182846,92.9017146412429,0.6982596614325
"54520",2013,"54","Norte de Santander","Pamplonita",4018,887,4905,0.819164097309113,1700,76.8272094726562,56,21,125,49.2421989440918,,27.37,89.42,64.94,,,0,0,0,7,0,0,0,18.1986570655392,29.7648817721751,61.1413719188756,0,0,0,0,0,,0,,3.09104245335832,8.49821422481843,1.14169215086646,2.54841997961264,18.0835881753313,0.606827355192152
"54520",2014,"54","Norte de Santander","Pamplonita",4024,895,4919,0.818052470684052,1700,76.8272094726562,58,21,102,48.2640953063965,49.0440521240234,32.6323946923889,89.3512404952168,67.1712625695988,,,0,0,0,1,0,0,0,19.7235900305118,33.0754004280469,59.6322033150256,0,0,0,0,0,,0,,3.09104245335832,8.50106380948635,1.1791014433828,2.07359219353527,18.1947550315105,0.67240090319266
"54520",2015,"54","Norte de Santander","Pamplonita",4032,900,4932,0.81751823425293,1700,76.8272094726562,61,22,98,47.9016990661621,49.3720703125,43.7943748810364,90.3740062962155,74.1113954115121,,,0,0,0,0,0,0,0,21.411903248589,34.8416311212886,61.4549392766693,0,0,0,0,0,,0,,3.13549421592915,8.50370260123374,1.23682076236821,1.98702351987024,18.2481751824818,0.706440209271869
"54520",2016,"54","Norte de Santander","Pamplonita",4039,906,4945,0.816784620285034,1700,76.8272094726562,65,23,96,49.6463012695312,49.1525840759277,32.68,87.2,63.45,,,0,0,0,2,0,0,0,22.1310427600375,38.0333304745509,58.1885480022474,0,5283,106.835187057634,0,0,,0,,3.17805383034795,8.50633444808136,1.314459049545,1.94135490394338,18.3215369059656,0.769127006563214
"54520",2017,"54","Norte de Santander","Pamplonita",4046,912,4958,0.816054880619049,1700,76.8272094726562,64,23,136,49.4922866821289,49.8678092956543,33.3446044454141,87.9899587649111,66.5266021058529,,,0,0,0,1,0,0,0,23.5807316668105,45.0917988043966,52.2949456265898,0,5418,109.277934651069,1,0,,0,,3.17805383034795,8.50895938648913,1.29084308188786,2.7430415490117,18.394513916902,0.909475570883352
"54520",2018,"54","Norte de Santander","Pamplonita",4311,1091,5402,0.798037767410278,1700,76.8272094726562,63,23,105,48.8661575317383,49.172119140625,27.82848656,87.64804022,64.20336405,,,0,0,0,1,0,0,0,25.2823291682764,47.9919993744069,52.6802998371411,0,5567,103.054424287301,1,0,,0,,3.17805383034795,8.59470963384407,1.16623472787856,1.94372454646427,20.1962236208812,0.888411687789834
"54520",2019,"54","Norte de Santander","Pamplonita",4478,1150,5628,0.795664548873901,1700,76.8272094726562,62,23,107,49.3492050170898,49.6663932800293,32.3962041803748,88.2222556837629,65.4667493364424,,,0,0,0,8,0,0,0,27.672327125567,52.4669463780855,52.7424007605773,0,5940,105.543710021322,1,0,,0,,3.17805383034795,8.63568708546403,1.10163468372424,1.90120824449183,20.4335465529495,0.932248514180623
"54520",2020,"54","Norte Santander","Pamplonita",4599,1194,5793,0.793889164924622,1700,76.8272094726562,57,23,116,45.4826164245605,47.6633529663086,37.7,84.36,63.76,,,,0,0,1,0,0,0,26.7604429983001,45.6198549233181,58.659640727226,0,5966,102.986362851718,1,0,,,,3.17805383034795,8.66457817832929,0.983946141895391,2.0024167098222,20.6110823407561,0.787499653432041
"54520",2021,"54","Norte de Santander","Pamplonita",4617,1255,5872,0.786273837089539,1700,76.8272094726562,57,20,114,48.8529510498047,50.6282844543457,53.5231198278229,85.599720934727,69.1138763955185,,,,0,0,3,0,0,0,34.1756986216442,60.079783202549,56.8838580965356,0,5138,87.5,1,0,,,,3.04452243772342,8.67812085552252,0.970708446866485,1.94141689373297,21.3726158038147,1.0231570708881
"54553",2013,"54","Norte de Santander","Puerto Santander",720,9213,9933,0.0724856555461884,51,19.4920501708984,55,6,135,47.3131980895996,,26.83,90.11,60.88,3,1,0,0,0,4,0,0,0,39.0934574310902,53.8992179183494,72.5306580335023,0,0,0,0,0,30.2023557837511,0,10.067451927917,1.94591014905531,9.2037184956673,0.553709856035437,1.3591060102688,92.7514346118997,0.542627785345307
"54553",2014,"54","Norte de Santander","Puerto Santander",728,9361,10089,0.0721577927470207,51,19.4920501708984,56,6,163,46.9680137634277,47.5409660339355,21.9050237023023,79.1578799525447,63.0499299539298,5,,0,0,0,3,0,0,0,41.1657527974891,54.0054920516326,76.2251231006877,0,0,0,0,0,49.5589255624938,0,,1.94591014905531,9.21930011334766,0.555059966299931,1.6156209733373,92.7842204381009,0.535290832110543
"54553",2015,"54","Norte de Santander","Puerto Santander",735,9514,10249,0.07171431183815,51,19.4920501708984,65,7,152,45.9328117370605,45.2693252563477,31.1194077592604,94.3079930184176,65.515254786312,7,2,0,0,0,3,0,0,0,44.3753784516792,58.6878190323232,75.6125873875784,0,0,0,0,0,68.2993462776856,0,19.5140989364816,2.07944154167984,9.23503298456655,0.634208215435652,1.4830715191726,92.828568640843,0.572619953481541
"54553",2016,"54","Norte de Santander","Puerto Santander",744,9677,10421,0.0713943019509315,51,19.4920501708984,84,6,162,48.3242492675781,48.3418273925781,30.05,88.69,65.1,6,3,0,0,0,1,0,0,0,44.9453073496091,64.3903003404247,69.801363112127,0,11194,107.41771423088,0,0,57.5760483638806,0,28.7880241819403,1.94591014905531,9.25167423546916,0.806064677094329,1.55455330582478,92.8605700028788,0.617889841094182
"54553",2017,"54","Norte de Santander","Puerto Santander",753,9837,10590,0.0711048170924187,51,19.4920501708984,78,6,170,45.2910537719727,43.9403877258301,33.3004244413254,90.1195257128873,61.7080591936221,5,5,0,0,0,4,0,0,0,48.7425725832947,67.8716345909136,71.8158224375816,0,11779,111.227573182247,1,0,47.2143531633617,0,47.2143531633617,1.94591014905531,9.26775986284367,0.736543909348442,1.6052880075543,92.8895184135977,0.640903065070006
"54553",2018,"54","Norte de Santander","Puerto Santander",564,7938,8502,0.0663373321294785,51,19.4920501708984,81,6,171,45.4069862365723,45.2471237182617,40.63532692,92.78122642,65.52751254,11,2,0,0,0,9,0,0,0,51.1894102114314,75.7572091112714,67.5703485014145,0,12609,148.306280875088,1,0,129.381322041872,0,23.5238767348859,1.94591014905531,9.04817432138579,0.952717007762879,2.01129146083275,93.3662667607622,0.891051624456262
"54553",2019,"54","Norte de Santander","Puerto Santander",583,8355,8938,0.0652271211147308,51,19.4920501708984,78,6,173,44.9816513061523,46.5668144226074,44.4067208062456,92.060299925929,67.0177257223461,4,4,0,0,0,7,0,0,0,57.9884543279522,74.3831445024085,77.9591326985034,0,13855,155.012307003804,1,0,44.7527411053927,0,44.7527411053927,1.94591014905531,9.09817900508785,0.872678451555158,1.93555605280823,93.477287983889,0.832212402130325
"54553",2020,"54","Norte Santander","Puerto Santander",589,8673,9262,0.0635931789875031,51,19.4920501708984,67,6,195,44.209300994873,43.685375213623,33.22,93.53,64.32,19,4,,0,0,5,0,0,0,54.4812337672041,71.8228835947291,75.854979695082,0,14070,151.911034333837,1,0,205.139278773483,,43.1872165838912,1.94591014905531,9.13378324925403,0.723385877780177,2.10537680846469,93.640682358022,0.775457607371293
"54553",2021,"54","Norte de Santander","Puerto Santander",591,8800,9391,0.0629325956106186,51,19.4920501708984,68,6,200,42.3366889953613,43.0305366516113,31.1385608175942,90.6742736444755,60.9457556393531,30,2,,0,0,19,0,0,0,67.0756129179716,83.0052545086712,80.8088756730027,0,10523,112.05409434565,1,0,319.454797146204,,21.2969864764136,1.94591014905531,9.14761354206788,0.724097540198062,2.12969864764136,93.7067404962198,0.88388089137122
"54599",2013,"54","Norte de Santander","Ragonvalia",3998,2879,6877,0.581358134746552,1555,60.779109954834,37,14,99,48.0083198547363,,27.1,85.41,62.07,1,,0,,,,,,,19.4679898678381,27.7336498952507,70.1962775955138,0,0,0,0,0,14.541224371092,0,,2.70805020110221,8.83608319099221,0.538025301730406,1.43958121273811,41.864184964374,0.403281225756154
"54599",2014,"54","Norte de Santander","Ragonvalia",3996,2888,6884,0.580476462841034,1555,60.779109954834,45,14,107,49.1517944335938,48.6190643310547,33.3844065838868,88.8690711364147,64.8840174937353,,,0,,,,,,,22.3332111937927,32.2919722068785,69.1602576972226,0,0,0,0,0,,0,,2.70805020110221,8.83710041116275,0.653689715281813,1.55432887855898,41.952353282975,0.46908733595117
"54599",2015,"54","Norte de Santander","Ragonvalia",3994,2897,6891,0.57959657907486,1555,60.779109954834,45,12,108,45.7025184631348,46.9157028198242,40.0061537216608,92.1772931261248,69.4574601010146,,,0,,,,,,,22.5009063429899,33.1317845807053,67.913354586078,0,0,0,0,0,,0,,2.56494935746154,8.83811659764782,0.65302568567697,1.56726164562473,42.0403424756929,0.480797918744816
"54599",2016,"54","Norte de Santander","Ragonvalia",3993,2904,6897,0.578947365283966,1555,60.779109954834,51,14,96,45.7102584838867,47.6789207458496,34.73,83.72,61.31,,,0,,,,,,,22.8461649426906,35.6100496447847,64.1565096667497,0,6001,87.0088444251124,0,0,,0,,2.70805020110221,8.83898679349679,0.739451935624184,1.39190952588082,42.1052631578947,0.516312159559006
"54599",2017,"54","Norte de Santander","Ragonvalia",3991,2911,6902,0.578238189220428,1555,60.779109954834,46,14,68,45.185863494873,47.0552558898926,23.2281136356781,87.3347429055556,60.9707334368496,2,,0,,,,,,,24.3583049077372,41.9020869392079,58.1314838639816,0,6188,89.6551724137931,1,0,28.9771080846132,0,,2.70805020110221,8.83971137870348,0.666473485946103,0.985221674876847,42.1761808171544,0.607100651104143
"54599",2018,"54","Norte de Santander","Ragonvalia",3025,2874,5899,0.51279878616333,1555,60.779109954834,47,14,60,46.9963722229004,50.2830848693848,33.85379196,90.67059799,67.44121005,1,3,0,,,,,,,26.5159866868621,43.1736873790836,61.4170072017252,0,6547,110.984912697067,1,0,16.9520257670792,0,50.8560773012375,2.70805020110221,8.68270762989381,0.796745211052721,1.01712154602475,48.7201220545855,0.731881460910045
"54599",2019,"54","Norte de Santander","Ragonvalia",3162,2987,6149,0.514229953289032,1555,60.779109954834,49,14,80,48.9530143737793,51.8876724243164,30.3119517174089,89.3054263802728,64.2470331003858,4,,0,0,0,1,0,0,0,28.1820121925689,46.2577446116611,60.9238786481269,0,6717,109.237274353553,1,0,65.0512278419255,0,,2.70805020110221,8.72420736080056,0.796877541063588,1.30102455683851,48.5770043909579,0.752280771046693
"54599",2020,"54","Norte Santander","Ragonvalia",3264,3075,6339,0.514907717704773,1555,60.779109954834,47,14,108,49.482738494873,51.0034446716309,22.75,88.19,60.75,,2,,0,0,1,0,0,0,25.379098489944,49.0196710745685,51.7732941360161,0,6581,103.817636851238,1,0,,,31.5507177788295,2.70805020110221,8.75463404743127,0.741441867802493,1.70373876005679,48.5092285849503,0.773302903842381
"54599",2021,"54","Norte de Santander","Ragonvalia",3277,3149,6426,0.509959518909454,1555,60.779109954834,49,12,121,48.8393592834473,49.8208389282227,21.4062528327879,91.8699004802006,62.6263348241065,3,2,,0,0,3,0,0,0,33.117454548689,66.603596596386,49.7232225301268,0,4240,65.9819483348895,1,0,46.6853408029879,,31.1235605353252,2.56494935746154,8.76826314537129,0.762527233115468,1.88297541238718,49.0040460628696,1.036470535269
"54660",2013,"54","Norte de Santander","Salazar",5310,3736,9046,0.586999773979187,850,56.1805114746094,107,49,232,46.905876159668,,16.48,89.6,65.41,,,0,0,0,3,0,0,0,31.3992374929262,66.7844877373528,47.0157645236596,0,0,0,0,0,,0,,3.91202300542815,9.11018849002574,1.18284324563343,2.56466946716781,41.3000221092195,0.738276450777723
"54660",2014,"54","Norte de Santander","Salazar",5262,3743,9005,0.584342002868652,850,56.1805114746094,106,49,223,46.6850051879883,47.4042320251465,28.6123688759768,88.1984363866188,61.9050570723711,1,,0,0,0,1,0,0,0,55.8583929531522,94.1940653564236,59.3013930779907,0,0,0,0,0,11.1049416990561,0,,3.91202300542815,9.10564630086152,1.17712382009994,2.47640199888951,41.5657967795669,1.04601960418016
"54660",2015,"54","Norte de Santander","Salazar",5217,3747,8964,0.581994652748108,850,56.1805114746094,108,43,221,46.2748107910156,47.5578231811523,29.9341824865449,88.0341342435127,61.8840288878079,,2,0,0,0,0,0,0,0,36.5651354695641,73.348479300158,49.8512522937682,0,0,0,0,0,,0,22.3114680946006,3.78418963391826,9.10108338603923,1.20481927710843,2.46541722445337,41.8005354752343,0.818256127846475
"54660",2016,"54","Norte de Santander","Salazar",5185,3757,8942,0.579847931861877,850,56.1805114746094,120,51,242,45.7219734191895,47.0694351196289,24.44,87.98,64.15,2,,0,0,0,2,0,0,0,35.3647082632944,77.9877114187642,45.3465137262451,0,9205,102.941176470588,0,0,22.3663609930664,0,,3.95124371858143,9.09862638234618,1.34198165958399,2.70632968016104,42.0152091254753,0.872150653307585
"54660",2017,"54","Norte de Santander","Salazar",5144,3756,8900,0.577977538108826,850,56.1805114746094,122,51,264,45.2480659484863,47.2417869567871,29.5736266809885,89.1197945720308,67.9546822715785,1,,0,0,0,7,0,0,0,37.0789407703046,80.4246379076871,46.1039573629968,0,9508,106.831460674157,1,0,11.2359550561798,0,,3.95124371858143,9.09391890895893,1.37078651685393,2.96629213483146,42.2022471910112,0.903647616940305
"54660",2018,"54","Norte de Santander","Salazar",6360,3845,10205,0.623223900794983,850,56.1805114746094,121,51,289,45.6372756958008,48.0757522583008,42.98057519,92.72614591,66.88149924,,2,0,0,0,2,0,0,0,38.7302265565316,83.4002625490567,46.4389743782283,0,9840,96.4233219010289,1,0,,0,19.5982361587457,3.95124371858143,9.23073106162392,1.18569328760412,2.83194512493876,37.6776090151886,0.817249020568905
"54660",2019,"54","Norte de Santander","Salazar",6512,3989,10501,0.620131433010101,850,56.1805114746094,120,51,282,44.0517311096191,45.8857536315918,42.804020160932,89.0202885298387,65.4233061185367,2,2,0,0,0,4,0,0,0,43.3747742507491,93.6342872482023,46.3236016693039,0,10057,95.7718312541663,1,0,19.0458051614132,0,19.0458051614132,3.95124371858143,9.2593209941978,1.14274830968479,2.68545852775926,37.9868583944386,0.891670195678528
"54660",2020,"54","Norte Santander","Salazar",6628,4100,10728,0.617822527885437,850,56.1805114746094,113,50,247,47.4821281433105,49.5148887634277,21.28,88.16,58.02,,,,0,0,1,0,0,0,40.9002924146398,90.6044415248659,45.1415976151842,0,10205,95.1249067859806,1,0,,,,3.93182563272433,9.28070563463675,1.05331841909023,2.30238627889635,38.2177479492916,0.844560416898452
"54660",2021,"54","Norte de Santander","Salazar",6653,4222,10875,0.61177009344101,850,56.1805114746094,115,47,250,44.8682022094727,47.5793685913086,38.4987891000274,90.4009916472077,64.1178740729941,1,,,0,0,2,0,0,0,47.4115969354345,115.657781253604,40.9930023052013,0,7353,67.6137931034483,1,0,9.19540229885057,,,3.87120101090789,9.29431380575236,1.05747126436782,2.29885057471264,38.8229885057471,1.06351982761935
"54670",2013,"54","Norte de Santander","San Calixto",11205,2087,13292,0.842988252639771,1650,81.1342697143555,107,70,94,46.0401229858398,,19.76,90.94,62.62,4,,0,,,,,,,29.529177745,71.9207911887011,41.0579155998483,1,0,0,0,0,30.0932891965092,0,,4.26267987704132,9.4949928598676,0.804995486006621,0.707192296117966,15.7011736382787,0.541083292120833
"54670",2014,"54","Norte de Santander","San Calixto",11281,2120,13401,0.841802835464478,1650,81.1342697143555,118,71,93,46.7851333618164,47.1583251953125,26.9448871259346,91.8406384879182,67.5186477644704,8,,0,,,,,,,32.1273641177356,71.9361664131996,44.6609344362288,1,0,0,0,0,59.6970375345124,0,,4.27666611901606,9.50315922853312,0.880531303634057,0.693978061338706,15.8197149466458,0.536797003307213
"54670",2015,"54","Norte de Santander","San Calixto",11361,2153,13514,0.84068375825882,1650,81.1342697143555,116,71,79,46.1063842773438,46.5502700805664,41.9944967532534,93.3259114395843,71.0480413500445,2,2,2,,,,,,,33.9818586313994,65.1026618358486,52.1973413576884,1,0,0,0,0,14.7994672191801,14.7994672191801,14.7994672191801,4.27666611901606,9.51155545871055,0.858369098712446,0.584578955157614,15.9316264614474,0.481742354860505
"54670",2016,"54","Norte de Santander","San Calixto",11446,2185,13631,0.839703619480133,1650,81.1342697143555,123,70,91,47.0398483276367,47.5478973388672,17.18,89.41,58.47,8,2,0,,,,,,,35.0327897452172,80.7445374600065,43.3871947840054,1,10093,74.0444574866114,0,0,58.6897513021789,0,14.6724378255447,4.26267987704132,9.5201752490691,0.902354926271,0.667595921062284,16.0296383244076,0.592359602817155
"54670",2017,"54","Norte de Santander","San Calixto",11536,2217,13753,0.838798820972443,1650,81.1342697143555,122,70,102,44.8077087402344,45.6368637084961,17.9999208046501,85.9460063256888,55.9137734543086,,1,0,,,,,,,37.1701901602182,83.7793870667495,44.3667487452536,1,10120,73.5839453210209,1,0,,0,7.27114084199811,4.26267987704132,9.52908496987978,0.887079182723769,0.741656365883807,16.1201192467098,0.609171723018611
"54670",2018,"54","Norte de Santander","San Calixto",10003,2008,12011,0.832819938659668,1650,81.1342697143555,121,70,84,43.534481048584,44.662181854248,22.38538769,92.20577799,62.28949302,8,2,0,,,,,,,39.0644127063093,91.910345955607,42.5027370968416,1,10125,84.2977270835068,1,0,66.6056115227708,0,16.6514028806927,4.26267987704132,9.39366142910322,1.00740987428191,0.699358920989093,16.7180084922155,0.765218099705328
"54670",2019,"54","Norte de Santander","San Calixto",10012,2115,12127,0.825595796108246,1650,81.1342697143555,133,70,84,42.4062919616699,44.6654396057129,34.4303536320024,92.1655618969624,66.2054665428042,5,3,0,,,,,,,41.6911308047412,94.7722104083302,43.9908815306863,1,9796,80.7784283004865,1,0,41.2303125257689,0,24.7381875154614,4.26267987704132,9.40327210788215,1.09672631318545,0.692669250432918,17.4404221984003,0.781497570778677
"54670",2020,"54","Norte Santander","San Calixto",9977,2197,12174,0.819533407688141,1650,81.1342697143555,122,71,99,44.0580940246582,42.4032554626465,35.98,94.6,67.23,1,3,,,,,,,,40.3523159854098,104.383431076655,38.657778891917,1,10391,85.3540331854772,1,0,8.21422704123542,,24.6426811237063,4.27666611901606,9.40713994795079,1.00213569903072,0.813208477082307,18.0466568095942,0.857429202206792
